Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
Masters of the Universe,1987.0,5.4,39471.0,"Action, Adventure, Fantasy",106.0,Film,PG,-1.0,None,Mild,Mild,None,Mild
Songbird,2020.0,4.7,8455.0,"Drama, Sci-Fi, Thriller",84.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Mild,Moderate
Lust och fägring stor,1995.0,6.9,6240.0,"Drama, Romance, War",130.0,Film,Unrated,-1.0,Moderate,Mild,Mild,Mild,Mild
Malevolent,2018.0,4.8,12289.0,"Horror, Mystery, Thriller",89.0,Film,TV-MA,-1.0,None,Severe,Moderate,Mild,Moderate
Hot Tub Time Machine,2010.0,6.4,167799.0,"Comedy, Sci-Fi",101.0,Film,R,-1.0,Moderate,Moderate,Severe,Severe,Mild
Fruits Basket,2010.0,8.6,4186.0,"Animation, Comedy, Drama",24.0,Series,TV-14,63.0,Mild,Mild,Mild,None,Moderate
The 5th Wave,2016.0,5.2,104856.0,"Action, Adventure, Sci-Fi",112.0,Film,PG-13,-1.0,Mild,Moderate,Moderate,Mild,Moderate
Bill & Ted's Excellent Adventure,1989.0,7.0,125109.0,"Adventure, Comedy, Music",90.0,Film,PG,-1.0,Mild,Mild,Mild,Mild,None
JFK,1991.0,8.0,148852.0,"Drama, History, Thriller",189.0,Film,R,-1.0,Mild,Moderate,Severe,Mild,Moderate
Dolor y gloria,2019.0,7.5,53951.0,Drama,113.0,Film,R,-1.0,Moderate,None,Mild,Severe,None
Epic Movie,2007.0,2.4,103889.0,"Adventure, Comedy, Fantasy",86.0,Film,PG-13,-1.0,Moderate,Moderate,Severe,Moderate,Mild
2 Guns,2013.0,6.7,204313.0,"Action, Comedy, Crime",109.0,Film,R,-1.0,Moderate,Severe,Severe,Mild,Moderate
The Texas Chainsaw Massacre 2,1986.0,5.6,30245.0,"Comedy, Horror",101.0,Film,Unrated,-1.0,Mild,Severe,Moderate,Mild,Severe
Garden State,2004.0,7.4,211772.0,"Comedy, Drama, Romance",102.0,Film,R,-1.0,Mild,None,Moderate,Moderate,None
Long Shot,2019.0,6.8,104084.0,"Comedy, Romance",125.0,Film,R,-1.0,Moderate,Mild,Severe,Moderate,Mild
The Prince of Egypt,1998.0,7.1,124846.0,"Animation, Adventure, Drama",99.0,Film,(Banned),-1.0,Mild,Moderate,None,Mild,Moderate
EverAfter,1998.0,7.0,72569.0,"Comedy, Drama, Romance",121.0,Film,PG-13,-1.0,Mild,Mild,Mild,None,Mild
A Call to Spy,2019.0,6.6,5173.0,"Biography, Crime, Drama",123.0,Film,PG-13,-1.0,None,Moderate,Mild,Mild,Moderate
Irresistible,2020.0,6.3,16075.0,"Comedy, Drama",101.0,Film,R,-1.0,None,None,Moderate,Mild,None
Uncle Buck,1989.0,7.0,89981.0,Comedy,100.0,Film,PG,-1.0,Moderate,Mild,Moderate,Moderate,Mild
Back to the Rafters,1989.0,7.1,258.0,"Comedy, Drama, Family",45.0,Series,TV-14,6.0,No Rate,No Rate,No Rate,No Rate,No Rate
Malcolm & Marie,2021.0,6.7,31844.0,"Drama, Romance",106.0,Film,R,-1.0,Mild,None,Severe,Mild,Mild
¿Quién Mató a Sara?,2021.0,6.4,11162.0,"Crime, Drama, Mystery",-1.0,Series,TV-MA,19.0,Severe,Moderate,Severe,Mild,Moderate
Bimilui Soop,2021.0,8.5,6769.0,"Crime, Drama, Mystery",60.0,Series,TV-14,32.0,None,Mild,Mild,Mild,Mild
Kingpin,1996.0,6.9,80860.0,"Comedy, Sport",114.0,Film,PG-13,-1.0,Moderate,Mild,Moderate,Moderate,Mild
Meatballs,1979.0,6.2,20616.0,Comedy,94.0,Film,PG,-1.0,Mild,None,Mild,Mild,None
The Iron Giant,1999.0,8.0,181348.0,"Animation, Action, Adventure",86.0,Film,PG,-1.0,None,Mild,Mild,Mild,Moderate
The Expendables 2,2012.0,6.6,299416.0,"Action, Adventure, Thriller",103.0,Film,R,-1.0,None,Severe,Moderate,Mild,Moderate
National Lampoon's Van Wilder,2002.0,6.4,106678.0,"Comedy, Romance",92.0,Film,R,-1.0,Severe,Mild,Moderate,Moderate,Mild
Gwimul,2002.0,8.2,1730.0,"Drama, Mystery, Thriller",70.0,Series,None,16.0,No Rate,No Rate,No Rate,No Rate,No Rate
Bedrag,2002.0,7.6,3692.0,"Crime, Drama, Thriller",60.0,Series,TV-MA,30.0,Severe,Severe,Severe,Severe,Moderate
Captain Kronos: Vampire Hunter,1974.0,6.5,4812.0,"Adventure, Horror, Mystery",91.0,Film,R,-1.0,Mild,Moderate,None,Mild,Moderate
Scary Movie 4,2006.0,5.1,117305.0,Comedy,83.0,Film,PG-13,-1.0,Moderate,Moderate,Moderate,Mild,Mild
Crocodile Dundee,1986.0,6.6,99336.0,"Action, Adventure, Comedy",97.0,Film,PG-13,-1.0,Mild,Mild,Mild,Moderate,Mild
Red Dwarf,1986.0,8.4,33784.0,"Comedy, Sci-Fi",30.0,Series,TV-14,74.0,Mild,Mild,Moderate,Mild,Mild
Popeye,1980.0,5.3,30801.0,"Adventure, Comedy, Family",114.0,Film,PG,-1.0,None,Mild,Mild,Mild,Mild
North Hollywood,2021.0,6.1,1336.0,"Comedy, Drama, Sport",93.0,Film,Not Rated,-1.0,Mild,Mild,Severe,Moderate,Mild
Return to Oz,1985.0,6.7,26078.0,"Adventure, Family, Fantasy",113.0,Film,PG,-1.0,None,Mild,None,Mild,Moderate
Locked In,2021.0,4.1,492.0,"Crime, Drama, Thriller",90.0,Film,R,-1.0,None,Severe,Severe,No Rate,No Rate
The Tourist,2010.0,6.0,233119.0,"Action, Thriller",103.0,Film,PG-13,-1.0,Mild,Mild,Moderate,Mild,Mild
Twin Peaks: Fire Walk with Me,1992.0,7.3,92724.0,"Drama, Horror, Mystery",134.0,Film,R,-1.0,Severe,Severe,Moderate,Severe,Severe
Spartacus,1960.0,7.9,130175.0,"Adventure, Biography, Drama",197.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Mild,Moderate
Terminator Salvation,2009.0,6.5,351611.0,"Action, Sci-Fi",115.0,Film,PG-13,-1.0,Mild,Moderate,Moderate,None,Moderate
Still Game,2009.0,8.8,6912.0,Comedy,30.0,Series,TV-14,63.0,Mild,None,Moderate,Mild,None
American Made,2017.0,7.2,168917.0,"Action, Comedy, Crime",115.0,Film,R,-1.0,Moderate,Mild,Severe,Moderate,Mild
Frankenstein,1994.0,6.4,53476.0,"Drama, Horror, Romance",123.0,Film,R,-1.0,Mild,Moderate,Mild,None,Moderate
Free Fire,2016.0,6.4,44817.0,"Action, Comedy, Crime",91.0,Film,R,-1.0,None,Severe,Severe,Moderate,Moderate
Nowhere Special,2020.0,7.6,1392.0,Drama,96.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Underworld: Blood Wars,2016.0,5.8,73082.0,"Action, Adventure, Fantasy",91.0,Film,R,-1.0,Mild,Severe,Moderate,None,Moderate
Third Watch,2016.0,7.9,9457.0,"Action, Crime, Drama",44.0,Series,TV-14,132.0,No Rate,Moderate,No Rate,No Rate,No Rate
Valkyrie,2008.0,7.1,235251.0,"Drama, History, Thriller",121.0,Film,PG-13,-1.0,None,Moderate,Mild,Mild,Moderate
Wolf,1994.0,6.2,54670.0,"Drama, Horror, Romance",125.0,Film,R,-1.0,Mild,Moderate,Mild,Mild,Moderate
Long Story Short,2021.0,6.5,1802.0,"Comedy, Fantasy, Romance",90.0,Film,R,-1.0,Mild,No Rate,Severe,No Rate,No Rate
Crimson Tide,1995.0,7.3,107432.0,"Action, Drama, Thriller",116.0,Film,R,-1.0,None,Moderate,Severe,Mild,Moderate
Industry,1995.0,6.9,6086.0,Drama,50.0,Series,TV-MA,11.0,Severe,Mild,Moderate,Severe,None
Valeria,1995.0,6.4,4556.0,"Comedy, Drama, Romance",47.0,Series,TV-MA,16.0,Severe,None,Moderate,Moderate,None
American Insurrection,2021.0,2.0,510.0,Drama,115.0,Film,R,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
CSI: Immortality,2015.0,7.5,2134.0,"Crime, Drama, Mystery",87.0,Film,TV-14,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Scanners,1981.0,6.8,52008.0,"Horror, Sci-Fi, Thriller",103.0,Film,R,-1.0,None,Severe,Mild,Mild,Severe
An Unfinished Life,2005.0,7.0,30366.0,"Drama, Family, Romance",108.0,Film,PG-13,-1.0,Mild,Moderate,Moderate,Mild,Mild
T2 Trainspotting,2017.0,7.2,119073.0,Drama,117.0,Film,R,-1.0,Severe,Moderate,Severe,Severe,Moderate
Somebody Up There Likes Me,1956.0,7.5,7790.0,"Biography, Drama, Sport",113.0,Film,Passed,-1.0,None,Moderate,Mild,Mild,Mild
Fallen,1998.0,7.0,79162.0,"Action, Crime, Drama",124.0,Film,R,-1.0,Mild,Moderate,Moderate,Mild,Moderate
Best in Show,2000.0,7.5,59330.0,Comedy,90.0,Film,PG-13,-1.0,Moderate,Mild,Mild,None,None
Midnight Run,1988.0,7.5,82314.0,"Action, Comedy, Crime",126.0,Film,R,-1.0,None,Mild,Severe,Moderate,Mild
The Farewell,2019.0,7.6,57921.0,"Comedy, Drama",100.0,Film,PG,-1.0,None,None,Mild,Mild,None
Ronin,1998.0,7.3,178049.0,"Action, Crime, Thriller",122.0,Film,R,-1.0,None,Severe,Moderate,Mild,Mild
Ancient Aliens,1998.0,7.2,10450.0,"Documentary, Fantasy, History",42.0,Series,TV-PG,204.0,None,Mild,Mild,None,Moderate
George of the Jungle,1997.0,5.5,74855.0,"Action, Adventure, Comedy",92.0,Film,PG,-1.0,Mild,Mild,None,Mild,Mild
Collateral Beauty,2016.0,6.8,96222.0,"Drama, Romance",97.0,Film,PG-13,-1.0,None,None,Mild,None,None
17 Again,2009.0,6.4,189984.0,"Comedy, Drama, Fantasy",102.0,Film,PG-13,-1.0,Moderate,Mild,Mild,Moderate,None
On Becoming a God in Central Florida,2019.0,7.2,4998.0,Comedy,46.0,Series,TV-MA,11.0,Mild,Moderate,Moderate,Moderate,Mild
Flag Day,2021.0,4.7,477.0,"Drama, Thriller",109.0,Film,R,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Mistresses,2021.0,7.1,13116.0,"Drama, Romance, Thriller",43.0,Series,TV-14,52.0,Mild,No Rate,No Rate,No Rate,No Rate
Killer Klowns from Outer Space,1988.0,6.2,35573.0,"Comedy, Horror, Sci-Fi",88.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Mild,Mild
Escape Plan: The Extractors,2019.0,4.4,13313.0,"Action, Crime, Thriller",97.0,Film,R,-1.0,None,Severe,Severe,None,Moderate
Freaky Friday,2003.0,6.2,131577.0,"Comedy, Family, Fantasy",97.0,Film,PG,-1.0,Mild,None,Mild,None,Mild
Catastrophe,2003.0,8.2,17638.0,Comedy,24.0,Series,TV-MA,24.0,Moderate,No Rate,Severe,No Rate,No Rate
Debris,2021.0,6.5,7392.0,"Drama, Mystery, Sci-Fi",-1.0,Series,TV-PG,13.0,No Rate,No Rate,No Rate,No Rate,No Rate
Power Book IV: Force,2021.0,-1.0,-1.0,"Crime, Drama",-1.0,Series,None,10.0,No Rate,No Rate,No Rate,No Rate,No Rate
Anaconda,1997.0,4.8,100818.0,"Action, Adventure, Horror",89.0,Film,PG-13,-1.0,Mild,Severe,Moderate,Mild,Moderate
The Inspector Lynley Mysteries,1997.0,7.4,4546.0,"Crime, Drama, Mystery",90.0,Series,TV-14,23.0,None,Severe,None,Severe,Severe
Horns,2013.0,6.5,81030.0,"Comedy, Crime, Drama",120.0,Film,R,-1.0,Severe,Severe,Severe,Moderate,Moderate
The Spiderwick Chronicles,2008.0,6.5,92188.0,"Action, Adventure, Drama",96.0,Film,PG,-1.0,None,Moderate,Mild,None,Moderate
The Virtuoso,2021.0,4.9,4978.0,"Action, Thriller",110.0,Film,R,-1.0,Moderate,Moderate,Mild,Mild,No Rate
Diff'rent Strokes,2021.0,6.6,10434.0,"Comedy, Drama, Family",30.0,Series,TV-PG,181.0,Mild,None,None,Mild,Mild
Avenue 5,2021.0,6.6,14239.0,"Comedy, Sci-Fi",-1.0,Series,TV-MA,10.0,Mild,Mild,Severe,Mild,Mild
Cat's Eye,1985.0,6.3,24104.0,"Comedy, Horror, Thriller",94.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Mild,Moderate
Rules of Engagement,1985.0,7.3,32673.0,"Comedy, Romance",22.0,Series,TV-PG,101.0,No Rate,No Rate,No Rate,No Rate,No Rate
